"X" "Y" "Epsilon"
1 -0.983505247046397 -1.9835052470464
2 1.77184027613104 -0.228159723868963
3 2.91775773626807 -0.0822422637319295
4 4.30452013908784 0.304520139087836
5 5.54103950465134 0.541039504651335
6 4.73282199029274 -1.26717800970726
7 7.4197834601773 0.419783460177297
8 8.66052992656798 0.66052992656798
9 9.7116931193166 0.711693119316604
10 10.8064162290529 0.806416229052899
11 10.8533616798103 -0.146638320189704
12 12.4342845776994 0.434284577699392
13 11.8240011583117 -1.17599884168835
14 14.9606736003274 0.960673600327444
15 14.7368278456464 -0.263172154353615
16 16.2434279226151 0.243427922615099
17 16.8947604333598 -0.105239566640193
18 19.4600452420905 1.46004524209047
19 18.5381074596415 -0.46189254035847
20 19.4434829798036 -0.556517020196434
21 20.7310144995018 -0.268985500498212
22 23.1280422023251 1.12804220232514
23 21.8569672348514 -1.14303276514857
24 25.8457031153776 1.84570311537758
25 25.2763857001256 0.276385700125625
26 26.6104691432842 0.610469143284209
27 25.4368458845839 -1.56315411541607
28 29.1093603399921 1.10936033999214
29 28.5290910482079 -0.470908951792111
30 31.0042772040216 1.00427720402161
31 30.0438837868805 -0.956116213119457
32 32.2451384287527 0.245138428752695
33 33.4258044821697 0.425804482169709
34 34.0530896340363 0.0530896340362843
35 34.6637661162944 -0.336233883705609
36 35.9848812594169 -0.0151187405831239
37 37.3060601937468 0.306060193746801
38 39.4380357276435 1.43803572764354
39 40.5628671281178 1.56286712811782
40 39.7583304965219 -0.24166950347813
41 41.1758231211071 0.17582312110712
42 40.3756049294589 -1.62439507054112
43 42.8237985089764 -0.176201491023621
44 44.6185034331603 0.618503433160318
45 44.0696585297005 -0.930341470299476
46 44.9887106132059 -1.0112893867941
47 48.2332579991809 1.23325799918093
48 48.0146144836129 0.0146144836128601
49 50.0730669518151 1.07306695181507
50 50.1755316959468 0.175531695946797
51 52.127377029376 1.12737702937604
52 51.9866356853348 -0.0133643146651683
53 52.4088436581186 -0.591156341881349
54 55.1220634993475 1.12206349934749
55 55.0477264461776 0.0477264461775688
56 56.0904076300502 0.0904076300501909
57 57.0324589247006 0.0324589247005967
58 58.1553073067795 0.155307306779491
59 59.0627001224552 0.0627001224552461
60 58.7020994373569 -1.29790056264314
61 61.0238874859475 0.0238874859474711
62 63.2838854612645 1.28388546126451
63 63.8593026073428 0.859302607342819
64 63.1471659471706 -0.852834052829387
65 64.5488415026327 -0.451158497367299
66 66.5868091611387 0.586809161138703
67 68.4827978153888 1.48279781538876
68 67.1869004898589 -0.813099510141055
69 68.643301633888 -0.356698366112001
70 70.0998532259986 0.0998532259986062
71 70.3465017037292 -0.653498296270802
72 69.7467506906003 -2.25324930939974
73 73.4581202227309 0.458120222730855
74 74.0844537590122 0.0844537590121691
75 75.6517647801801 0.65176478018015
76 75.1554390300965 -0.844560969903494
77 77.3867448675608 0.386744867560757
78 77.1379640714629 -0.862035928537101
79 79.3534506515567 0.35345065155667
80 80.1789738322628 0.178973832262788
81 83.027598259398 2.02759825939804
82 81.4646697562019 -0.535330243798069
83 82.8273497774186 -0.172650222581398
84 85.9493214181933 1.94932141819324
85 85.9271953127052 0.927195312705238
86 85.6816835123702 -0.318316487629772
87 87.2390791959289 0.239079195928925
88 87.9738111945058 -0.0261888054941583
89 87.4972368489137 -1.50276315108629
90 88.6150185684574 -1.38498143154264
91 90.6256184487356 -0.37438155126445
92 92.4101003936289 0.41010039362889
93 93.5026727718096 0.502672771809646
94 94.238537228396 0.23853722839603
95 95.6535266997759 0.653526699775909
96 96.041786301262 0.041786301262005
97 95.8528602627331 -1.1471397372669
98 99.7491582112764 1.74915821127638
99 99.2982199948428 0.298219994842822
100 99.1437002700938 -0.856299729906239
101 101.309897248364 0.309897248363731
102 102.550709560723 0.550709560722571
103 103.245530741856 0.245530741856018
104 103.308214712936 -0.691785287064477
105 107.095082373167 2.09508237316722
106 106.058613473243 0.0586134732425556
107 107.057630631797 0.0576306317965293
108 107.154757975826 -0.845242024174158
109 111.039778488878 2.03977848887785
